iter	Logloss
345	0.1194210379
346	0.1191479658
347	0.1190111593
348	0.1186421429
349	0.1184318794
350	0.1181227882
351	0.1177929308
352	0.1175104253
353	0.1173072307
354	0.1170378036
355	0.1167934828
356	0.1166071853
357	0.1164057238
358	0.1160746296
359	0.1155054722
360	0.1150479719
361	0.1147592814
362	0.1145067545
363	0.1142930449
364	0.1140210283
365	0.1138253066
366	0.1136219329
367	0.1133848276
368	0.113121793
369	0.1128799077
370	0.1126343213
371	0.1124217285
372	0.112122682
373	0.1118826024
374	0.1117130421
375	0.1114318696
376	0.1111973979
377	0.1110035238
378	0.1106722155
379	0.1105114429
380	0.110357633
381	0.1101418471
382	0.1099164252
383	0.109525277
384	0.1093350354
385	0.1091426401
386	0.1089721703
387	0.1087746958
388	0.1084964663
389	0.1082507723
390	0.1080391753
391	0.1078669842
392	0.1076496125
393	0.1075738296
394	0.107255768
395	0.1070591696
396	0.1068512766
397	0.1067283899
398	0.1065413904
399	0.1062806482
400	0.1058816536
401	0.1057753993
402	0.105512444
403	0.1053458886
404	0.105141148
405	0.1049343449
406	0.1046806083
407	0.104382084
408	0.104163473
409	0.10396439
410	0.1037419593
411	0.1035496114
412	0.10336303
413	0.1031187151
414	0.1027934034
415	0.1025586544
416	0.1024151983
417	0.1021465414
418	0.1020460066
419	0.1018659088
420	0.1016507238
421	0.101432552
422	0.1012864683
423	0.1011336833
424	0.1010007466
425	0.1006561863
426	0.1004149042
427	0.1001859584
428	0.09994983389
429	0.09973202803
430	0.09952244743
431	0.0992832698
432	0.09915302968
433	0.09909249843
434	0.0988385291
435	0.09857076757
436	0.09837555637
437	0.0982807974
438	0.09803461647
439	0.09787839446
440	0.09761235601
441	0.09736323235
442	0.09708230768
443	0.09685137817
444	0.09671688639
445	0.09638901612
446	0.09616795521
447	0.096044344
448	0.09584859306
449	0.09569322865
450	0.09554763903
451	0.09545689241
452	0.09534661777
453	0.09519981299
454	0.09504210545
455	0.09485068353
456	0.09455636377
457	0.09437795965
458	0.09422061286
459	0.094001849
460	0.09374099883
461	0.09352891186
462	0.09328056124
463	0.09310780877
464	0.0929237399
465	0.09276947277
466	0.0924997213
467	0.09235129892
468	0.09222472347
469	0.09203913875
470	0.09181813935
471	0.09164281817
472	0.091518355
473	0.09136687393
474	0.09121017039
475	0.09099821277
476	0.09085750772
477	0.09063332594
478	0.09049638438
479	0.09038742311
480	0.09016971648
481	0.09000932409
482	0.08991292695
483	0.08977675206
484	0.08959157353
485	0.0894476459
486	0.0893427463
487	0.08923331507
488	0.08911373411
489	0.08901395462
490	0.08882024345
491	0.08869814236
492	0.08856457057
493	0.08844937137
494	0.0882923359
495	0.08810102598
496	0.08793203548
497	0.08785037396
498	0.08767921773
499	0.08759197111
500	0.08737499785
501	0.08721451373
502	0.08708681982
503	0.08692975047
504	0.08682014811
505	0.08666440239
506	0.08650838906
507	0.08636982785
508	0.08616381955
509	0.08598517574
510	0.08577007733
511	0.08560815766
512	0.08538506411
513	0.08524166131
514	0.08509055916
515	0.08490784739
516	0.08476584086
517	0.08463922223
518	0.08448491009
519	0.08431992321
520	0.08421764517
521	0.08417749343
522	0.08404701817
523	0.08383020031
524	0.08367752314
525	0.08352725089
526	0.08339505454
527	0.08324012425
528	0.08311924238
529	0.08293241332
530	0.08268430254
531	0.08251659784
532	0.08232387857
533	0.08205796262
534	0.08193166357
535	0.08185825498
536	0.08172229791
537	0.08160297884
538	0.08145947879
539	0.0813278951
540	0.08117081562
541	0.08103241248
542	0.08091702943
543	0.08077059427
544	0.08059816132
545	0.08044921622
546	0.08030454711
547	0.08018712608
548	0.07998275945
549	0.07988585351
550	0.07976730427
551	0.07964783474
552	0.07954848021
553	0.07943249915
554	0.07926607814
555	0.07915869448
556	0.07902423748
557	0.07889096997
558	0.07876050375
559	0.0786204589
560	0.07843711622
561	0.07831455356
562	0.07815116156
563	0.07804081465
564	0.07791484974
565	0.07777814576
566	0.07770908941
567	0.0776179114
568	0.0774571416
569	0.07730967412
570	0.07716547591
571	0.0769969385
572	0.07689634978
573	0.0768007931
574	0.07671457133
575	0.07659555292
576	0.07644515637
577	0.07634188539
578	0.07620760253
579	0.07606149468
580	0.07599155065
581	0.0758676604
582	0.07570228459
583	0.07560147779
584	0.07545090622
585	0.07532089382
586	0.07516042847
587	0.07500961889
588	0.07487879329
589	0.07474154273
590	0.07466682959
591	0.07457762374
592	0.07444638997
593	0.07420687569
594	0.07407481042
595	0.07393237099
596	0.07385067606
597	0.07368773262
598	0.07349995941
599	0.07339894279
600	0.07328287729
601	0.07315235076
602	0.07306721134
603	0.07295807566
604	0.07284406229
605	0.07275913866
606	0.07267656421
607	0.07252588262
608	0.07247231273
609	0.07237176174
610	0.0722586318
611	0.07214037544
612	0.07203442307
613	0.07192046161
614	0.07180570183
615	0.07164001923
616	0.07148643538
617	0.07141321823
618	0.07132109329
619	0.07121354957
620	0.07111758612
621	0.07097684786
622	0.07087765689
623	0.07072066607
624	0.07064642017
625	0.07054734801
626	0.07039704463
627	0.07030560542
628	0.07011835347
629	0.07003571407
630	0.06995383286
631	0.06980081845
632	0.06964814639
633	0.069542039
634	0.06945444427
635	0.0692794806
636	0.06917874521
637	0.06909770643
638	0.06898500499
639	0.06895065124
640	0.06886794099
641	0.06869879797
642	0.06859650676
643	0.06850175629
644	0.06841917799
645	0.0683050278
646	0.06814152614
647	0.0680193835
648	0.06792099468
649	0.06779081896
650	0.06763218357
651	0.06749864942
652	0.06742611594
653	0.06728843572
654	0.0671874798
655	0.06709097032
656	0.06699643301
657	0.06694258849
658	0.06684062539
659	0.06675113694
660	0.06662683751
661	0.06650517621
662	0.06635781608
663	0.06621285706
664	0.06613605288
665	0.06603746618
666	0.0659825075
667	0.06587448488
668	0.06583032733
669	0.06576001302
670	0.06567754016
671	0.06559764483
672	0.06550902618
673	0.06543021214
674	0.06536454642
675	0.0652725433
676	0.06515260872
677	0.06502994332
678	0.06493621997
679	0.06482929971
680	0.0646608208
681	0.06455047004
682	0.06437801323
683	0.06429541615
684	0.06414166506
685	0.06398551772
686	0.06384416873
687	0.06376124375
688	0.06369412346
689	0.06363331318
690	0.06345227098
691	0.06334297539
692	0.06324698762
693	0.06315009333
694	0.06300007603
695	0.06295787654
696	0.06292024101
697	0.06270704731
698	0.06258822057
699	0.06254118759
700	0.062445199
701	0.06236980743
702	0.06229681597
703	0.06221216825
704	0.06212621381
705	0.06204031327
706	0.06193640439
707	0.06172753638
708	0.06166837534
709	0.06157261953
710	0.06153822252
711	0.06144558234
712	0.06136582188
713	0.06127808559
714	0.06118292389
715	0.06112347905
716	0.06099344046
717	0.0609149064
718	0.06083315365
719	0.06072318065
720	0.06060205331
721	0.06049231448
722	0.06037389807
723	0.06022216736
724	0.06015942017
725	0.06006671045
726	0.05994465302
727	0.05984738194
728	0.05977048187
729	0.05968613661
730	0.05958086958
731	0.05952362652
732	0.05945747116
733	0.05937922117
734	0.05928778336
735	0.05925443584
736	0.05916755167
737	0.05909893591
738	0.0590003427
739	0.05890176235
740	0.0588064716
741	0.05871198044
742	0.05862423365
743	0.0585596454
744	0.05848273385
745	0.05843101157
746	0.05833499922
747	0.05825797185
748	0.05819197306
749	0.05810584999
750	0.05805363741
751	0.057924628
752	0.05780900218
753	0.05768858608
754	0.05761686443
755	0.05753195183
756	0.05739660827
757	0.05732494241
758	0.05725806729
759	0.05718992712
760	0.05710988853
761	0.0570331757
762	0.05698379171
763	0.05692345368
764	0.05683094182
765	0.05675979044
766	0.05670425847
767	0.05667919222
768	0.05656317921
769	0.05652423342
770	0.05646694562
771	0.05638240587
772	0.05627349227
773	0.05622194327
774	0.05613702243
775	0.05602883379
776	0.055937453
777	0.05585964041
778	0.0557813137
779	0.05570658246
780	0.05564299931
781	0.05557138473
782	0.05545168956
783	0.05531899264
784	0.05526030926
785	0.05519974956
786	0.05514196985
787	0.05504398715
788	0.05495066752
789	0.05488754769
790	0.05478846469
791	0.05470410866
792	0.05464869746
793	0.05459139786
794	0.05454231073
795	0.05452371124
796	0.05445863497
797	0.05439212846
798	0.05431524038
799	0.05426474745
800	0.0541642015
801	0.05412004389
802	0.05406768384
803	0.05401262236
804	0.05394608758
805	0.05386684004
806	0.05374500746
807	0.05366908243
808	0.05360482128
809	0.05351263847
810	0.05345674478
811	0.05342056186
812	0.05335178522
813	0.05327787479
814	0.05319447788
815	0.05315934326
816	0.05311721553
817	0.0530466515
818	0.05296184413
819	0.05288858671
820	0.05281177501
821	0.05271471134
822	0.05269287573
823	0.05262023489
824	0.05254803638
825	0.05249705107
826	0.05245993217
827	0.05239918132
828	0.05232643469
829	0.05225186928
830	0.05216962489
831	0.05211720508
832	0.05205389878
833	0.0519862747
834	0.05188325123
835	0.05182699044
836	0.0517945928
837	0.05171601426
838	0.05164489388
839	0.05154812098
840	0.0514808136
841	0.05142153629
842	0.05134842909
843	0.05125311205
844	0.05121453814
845	0.05116212529
846	0.05110045582
847	0.05103572669
848	0.05097452974
849	0.05093089521
850	0.05086025277
851	0.05081127102
852	0.05073403847
853	0.05068362705
854	0.05063848136
855	0.05056308704
856	0.05047046673
857	0.0504065805
858	0.05034138327
859	0.05028890614
860	0.05021656705
861	0.05015910784
862	0.05011670206
863	0.05007161443
864	0.04998117102
865	0.04987829628
866	0.04983876147
867	0.04978025977
868	0.04971884433
869	0.04969812974
870	0.04966889168
871	0.0496057442
872	0.04949729321
873	0.04944462263
874	0.04940301225
875	0.04933541968
876	0.04925757627
877	0.04916775545
878	0.04904102605
879	0.04898760678
880	0.04888708136
881	0.04881082035
882	0.04873639545
883	0.04869011293
884	0.04862893358
885	0.04859240241
886	0.04853648765
887	0.04850242406
888	0.04840880304
889	0.04833098412
890	0.04824995501
891	0.04820328255
892	0.04808042918
893	0.04799993229
894	0.04794343996
895	0.04789344348
896	0.04782396531
897	0.04777009704
898	0.04771508343
899	0.04766078884
900	0.04760892817
901	0.04755172718
902	0.04746721506
903	0.04740319301
904	0.04734862833
905	0.04731640474
906	0.04725759319
907	0.04720230978
908	0.0470880689
909	0.04702759904
910	0.046999415
911	0.04694984527
912	0.04690872145
913	0.04685386257
914	0.0468079503
915	0.0467600535
916	0.04671763386
917	0.04663234302
918	0.0465751262
919	0.04653446688
920	0.04647255227
921	0.04638627203
922	0.04631420266
923	0.04626350868
924	0.0462101438
925	0.04616209068
926	0.04612900369
927	0.04606997693
928	0.04601559197
929	0.04596930199
930	0.04588303507
931	0.04581443167
932	0.04576609409
933	0.04569221923
934	0.04562988242
935	0.04558208712
936	0.04553553977
937	0.04549092952
938	0.04541381081
939	0.04537387085
940	0.04533226424
941	0.04528042367
942	0.04526092022
943	0.04518505837
944	0.04511957356
945	0.04506192429
946	0.04502589465
947	0.04499415618
948	0.04495209375
949	0.04489879288
950	0.0448492407
951	0.0447831818
952	0.04475999835
953	0.04471656989
954	0.04466420746
955	0.04459991956
956	0.04454150621
957	0.04449682029
958	0.04444800113
959	0.04437154966
960	0.04432963785
961	0.04425661645
962	0.04421251397
963	0.04416036254
964	0.04411742591
965	0.04407431912
966	0.04403336557
967	0.04399841555
968	0.04394876105
969	0.04389207878
970	0.04383018607
971	0.04376600011
972	0.04368365713
973	0.04364478709
974	0.04358537998
975	0.04352120383
976	0.04348777095
977	0.04343339231
978	0.04338704034
979	0.0433404374
980	0.04328345442
981	0.04322678266
982	0.04318524117
983	0.04313768178
984	0.04307832818
985	0.04301725816
986	0.04296873644
987	0.04294437148
988	0.0429050558
989	0.0428327961
990	0.04279850009
991	0.0426893545
992	0.04264034601
993	0.04258358776
994	0.04252671295
995	0.04247069598
996	0.04244971177
997	0.04234955735
998	0.0423112446
999	0.04227080837
